Product_ID,Date,Base_Cost,Price,Competitor_Price,Inventory,Units_Demanded
P11,2024-09-17,11.97,15.48,17.46,187,98
P11,2024-09-18,11.97,15.75,16.28,91,99
P11,2024-09-19,11.97,17.31,18.21,93,91
P11,2024-09-20,11.97,15.64,18.24,101,94
P11,2024-09-21,11.97,17.84,15.53,103,81
P11,2024-09-22,11.97,17.59,18.14,125,83
P11,2024-09-23,11.97,16.51,17.82,189,90
P11,2024-09-24,11.97,16.23,15.65,127,94
P11,2024-09-25,11.97,17.46,15.06,76,82
P11,2024-09-26,11.97,15.41,16.33,170,96
P11,2024-09-27,11.97,15.69,17.78,172,98
P11,2024-09-28,11.97,17.89,16.30,130,81
P11,2024-09-29,11.97,18.88,16.14,153,82
P11,2024-09-30,11.97,16.99,17.90,57,89
P11,2024-10-01,11.97,19.37,17.75,116,73
P11,2024-10-02,11.97,14.45,16.26,199,99
P11,2024-10-03,11.97,16.53,15.29,140,91
P11,2024-10-04,11.97,14.99,15.29,113,95
P11,2024-10-05,11.97,16.15,15.32,108,91
P11,2024-10-06,11.97,16.01,17.88,58,99
P11,2024-10-07,11.97,16.46,16.04,103,89
P11,2024-10-08,11.97,18.43,17.10,66,84
P11,2024-10-09,11.97,19.83,15.42,127,74
P11,2024-10-10,11.97,16.78,15.81,167,94
P11,2024-10-11,11.97,16.92,16.26,197,84
P11,2024-10-12,11.97,16.87,16.31,43,85
P11,2024-10-13,11.97,18.55,15.73,83,76
P11,2024-10-14,11.97,15.34,16.86,132,97
P11,2024-10-15,11.97,15.73,17.43,176,93
P11,2024-10-16,11.97,15.88,16.54,21,92
P11,2024-10-17,11.97,18.64,15.88,147,80
P11,2024-10-18,11.97,16.33,17.72,75,92
P11,2024-10-19,11.97,19.50,17.16,106,78
P11,2024-10-20,11.97,16.80,18.05,120,89
P11,2024-10-21,11.97,15.62,15.83,169,98
P11,2024-10-22,11.97,18.07,16.60,135,80
P11,2024-10-23,11.97,14.44,16.54,197,105
P11,2024-10-24,11.97,14.04,16.78,187,103
P11,2024-10-25,11.97,16.31,15.07,129,94
P11,2024-10-26,11.97,17.51,15.83,108,87
P11,2024-10-27,11.97,16.03,15.64,27,92
P11,2024-10-28,11.97,14.72,15.41,61,99
P11,2024-10-29,11.97,16.39,15.00,93,94
P11,2024-10-30,11.97,16.63,16.64,130,92
P11,2024-10-31,11.97,16.98,17.81,38,94
P11,2024-11-01,11.97,16.63,15.54,56,95
P11,2024-11-02,11.97,16.20,17.97,136,93
P11,2024-11-03,11.97,14.54,17.74,34,103
P11,2024-11-04,11.97,20.84,16.87,155,72
P11,2024-11-05,11.97,15.09,16.43,62,100
P11,2024-11-06,11.97,17.24,17.74,43,88
P11,2024-11-07,11.97,13.39,17.51,129,111
P11,2024-11-08,11.97,15.38,17.26,49,96
P11,2024-11-09,11.97,16.36,18.12,165,95
P11,2024-11-10,11.97,15.71,17.05,195,95
P11,2024-11-11,11.97,17.55,18.26,108,86
P11,2024-11-12,11.97,18.82,15.46,141,82
P11,2024-11-13,11.97,15.79,16.56,45,94
P11,2024-11-14,11.97,17.34,15.93,30,83
P11,2024-11-15,11.97,15.88,16.32,196,94
P11,2024-11-16,11.97,18.04,17.47,109,82
P11,2024-11-17,11.97,16.30,15.50,171,95
P11,2024-11-18,11.97,17.24,15.20,172,87
P11,2024-11-19,11.97,16.54,17.87,37,94
P11,2024-11-20,11.97,15.01,15.21,118,100
P11,2024-11-21,11.97,16.18,17.68,33,98
P11,2024-11-22,11.97,15.44,16.76,32,93
P11,2024-11-23,11.97,18.30,17.72,183,83
P11,2024-11-24,11.97,16.40,15.46,102,98
P11,2024-11-25,11.97,14.90,18.02,167,102
P11,2024-11-26,11.97,14.88,15.83,154,99
P11,2024-11-27,11.97,17.81,15.95,169,82
P11,2024-11-28,11.97,18.79,16.25,72,79
P11,2024-11-29,11.97,19.05,15.12,67,78
P11,2024-11-30,11.97,17.27,15.24,94,91
P11,2024-12-01,11.97,16.85,17.61,144,88
P11,2024-12-02,11.97,15.95,17.96,36,91
P11,2024-12-03,11.97,14.22,16.85,166,112
P11,2024-12-04,11.97,16.07,15.16,181,94
P11,2024-12-05,11.97,14.43,18.30,154,108
P11,2024-12-06,11.97,18.01,17.97,21,91
P11,2024-12-07,11.97,16.81,17.91,37,89
P11,2024-12-08,11.97,13.73,17.09,78,107
P11,2024-12-09,11.97,18.61,18.18,131,84
P11,2024-12-10,11.97,17.47,16.57,125,89
P11,2024-12-11,11.97,18.22,16.26,33,86
P11,2024-12-12,11.97,15.11,15.91,175,102
P11,2024-12-13,11.97,18.69,18.06,54,86
P11,2024-12-14,11.97,16.86,15.78,84,96
P11,2024-12-15,11.97,16.61,18.04,93,91
P11,2024-12-16,11.97,16.65,17.67,112,92
P11,2024-12-17,11.97,14.47,15.78,70,107
P11,2024-12-18,11.97,16.84,17.07,171,94
P11,2024-12-19,11.97,16.08,16.06,196,95
P11,2024-12-20,11.97,17.78,17.75,104,89
P11,2024-12-21,11.97,18.11,17.12,45,83
P11,2024-12-22,11.97,16.47,16.39,43,99
P11,2024-12-23,11.97,17.15,15.90,38,99
P11,2024-12-24,11.97,17.52,17.20,69,93
P11,2024-12-25,11.97,15.21,15.53,139,106
P11,2024-12-26,11.97,18.69,16.85,76,87
P11,2024-12-27,11.97,15.71,15.15,73,95
P11,2024-12-28,11.97,14.79,17.98,107,103
P11,2024-12-29,11.97,15.77,17.82,61,94
P11,2024-12-30,11.97,13.57,15.48,91,110
P12,2024-01-01,31.63,64.18,58.52,89,72
P12,2024-01-02,31.63,64.75,58.63,66,65
P12,2024-01-03,31.63,60.08,62.79,150,134
P12,2024-01-04,31.63,58.54,61.86,171,150
P12,2024-01-05,31.63,60.63,63.36,45,125
P12,2024-01-06,31.63,62.25,62.20,33,99
P12,2024-01-07,31.63,62.28,61.55,143,95
P12,2024-01-08,31.63,63.07,55.96,132,87
P12,2024-01-09,31.63,61.31,65.36,149,109
P12,2024-01-10,31.63,61.93,61.20,108,100
P12,2024-01-11,31.63,61.19,63.91,87,111
P12,2024-01-12,31.63,63.09,62.16,183,89
P12,2024-01-13,31.63,62.00,66.64,38,99
P12,2024-01-14,31.63,63.37,65.96,198,80
P12,2024-01-15,31.63,62.58,61.43,186,94
P12,2024-01-16,31.63,59.66,56.74,158,134
P12,2024-01-17,31.63,60.74,59.03,162,117
P12,2024-01-18,31.63,64.54,62.23,96,63
P12,2024-01-19,31.63,63.18,65.40,98,84
P12,2024-01-20,31.63,62.57,64.55,126,94
P12,2024-01-21,31.63,62.75,62.79,26,88
P12,2024-01-22,31.63,62.77,57.09,117,90
P12,2024-01-23,31.63,63.79,63.69,184,80
P12,2024-01-24,31.63,62.84,62.33,68,88
P12,2024-01-25,31.63,59.25,57.33,124,143
P12,2024-01-26,31.63,59.62,57.31,130,134
P12,2024-01-27,31.63,62.59,61.95,73,85
P12,2024-01-28,31.63,59.50,61.71,106,134
P12,2024-01-29,31.63,61.40,66.82,37,108
P12,2024-01-30,31.63,64.72,61.90,52,62
P12,2024-01-31,31.63,58.38,65.66,45,153
P12,2024-02-01,31.63,63.62,61.60,102,83
P12,2024-02-02,31.63,63.22,58.41,119,90
P12,2024-02-03,31.63,61.12,59.47,167,114
P12,2024-02-04,31.63,62.24,64.96,108,103
P12,2024-02-05,31.63,62.34,68.18,70,97
P12,2024-02-06,31.63,61.61,65.90,119,115
P12,2024-02-07,31.63,63.01,68.32,192,92
P12,2024-02-08,31.63,60.15,64.74,150,133
P12,2024-02-09,31.63,60.47,64.30,23,126
P12,2024-02-10,31.63,62.14,66.82,191,106
P12,2024-02-11,31.63,61.58,65.38,116,120
P12,2024-02-12,31.63,62.04,58.63,95,108
P12,2024-02-13,31.63,59.45,64.12,137,142
P12,2024-02-14,31.63,62.80,66.37,194,89
P12,2024-02-15,31.63,60.14,60.41,61,133
P12,2024-02-16,31.63,61.48,66.28,192,110
P12,2024-02-17,31.63,61.88,58.04,117,110
P12,2024-02-18,31.63,64.54,64.81,54,72
P12,2024-02-19,31.63,60.88,59.22,88,120
P12,2024-02-20,31.63,62.91,59.75,199,96
P12,2024-02-21,31.63,63.00,67.54,99,93
P12,2024-02-22,31.63,60.51,60.17,139,126
P12,2024-02-23,31.63,64.06,67.90,179,77
P12,2024-02-24,31.63,60.10,58.45,94,135
P12,2024-02-25,31.63,61.48,65.31,118,114
P12,2024-02-26,31.63,60.94,67.55,96,120
P12,2024-02-27,31.63,65.45,59.87,184,60
P12,2024-02-28,31.63,63.15,58.24,170,90
P12,2024-02-29,31.63,64.24,63.05,125,72
P12,2024-03-01,31.63,62.27,67.98,115,103
P12,2024-03-02,31.63,60.99,62.33,127,123
P12,2024-03-03,31.63,60.10,59.83,196,136
P12,2024-03-04,31.63,62.05,59.81,69,109
P12,2024-03-05,31.63,63.31,61.36,191,90
P12,2024-03-06,31.63,61.00,64.04,138,125
P12,2024-03-07,31.63,62.19,55.92,54,106
P12,2024-03-08,31.63,61.71,65.46,118,116
P12,2024-03-09,31.63,61.21,62.21,44,123
P12,2024-03-10,31.63,61.18,58.33,119,118
P12,2024-03-11,31.63,62.75,58.23,194,98
P12,2024-03-12,31.63,63.57,62.65,157,88
P12,2024-03-13,31.63,62.15,64.09,64,109
P12,2024-03-14,31.63,62.53,68.03,197,100
P12,2024-03-15,31.63,61.98,58.47,154,109
P12,2024-03-16,31.63,66.19,65.84,162,51
P12,2024-03-17,31.63,60.53,62.43,52,131
P12,2024-03-18,31.63,60.92,64.65,101,132
P12,2024-03-19,31.63,63.32,60.76,58,88
P12,2024-03-20,31.63,62.65,65.30,190,101
P12,2024-03-21,31.63,62.48,56.96,73,104
P12,2024-03-22,31.63,64.39,63.08,29,75
P12,2024-03-23,31.63,62.19,67.14,85,108
P12,2024-03-24,31.63,65.24,57.72,56,66
P12,2024-03-25,31.63,60.60,55.94,145,132
P12,2024-03-26,31.63,61.84,60.73,125,112
P12,2024-03-27,31.63,62.48,64.52,96,99
P12,2024-03-28,31.63,61.50,57.89,22,115
P12,2024-03-29,31.63,61.38,59.84,51,116
P12,2024-03-30,31.63,63.99,67.74,196,81
P12,2024-03-31,31.63,61.81,58.87,132,109
P12,2024-04-01,31.63,61.11,57.79,195,124
P12,2024-04-02,31.63,60.93,66.11,47,127
P12,2024-04-03,31.63,60.93,67.81,128,126
P12,2024-04-04,31.63,65.34,62.70,155,62
P12,2024-04-05,31.63,62.43,67.06,181,106
P12,2024-04-06,31.63,59.60,64.13,199,149
P12,2024-04-07,31.63,60.46,67.54,166,135
P12,2024-04-08,31.63,62.78,64.74,136,101
P12,2024-04-09,31.63,61.24,60.80,67,124
P12,2024-04-10,31.63,64.12,63.69,83,78
P12,2024-04-11,31.63,62.22,64.89,170,112
P12,2024-04-12,31.63,59.09,58.69,30,150
P12,2024-04-13,31.63,59.29,67.97,168,152
P12,2024-04-14,31.63,60.77,66.24,71,125
P12,2024-04-15,31.63,60.45,67.15,198,133
P12,2024-04-16,31.63,63.06,61.05,125,96
P12,2024-04-17,31.63,61.82,58.33,100,118
P12,2024-04-18,31.63,64.23,63.91,165,80
P12,2024-04-19,31.63,62.14,57.11,105,104
P12,2024-04-20,31.63,63.64,65.28,120,89
P12,2024-04-21,31.63,60.77,67.37,87,126
P12,2024-04-22,31.63,59.96,62.29,187,137
P12,2024-04-23,31.63,62.41,59.69,181,106
P12,2024-04-24,31.63,64.02,61.44,76,84
P12,2024-04-25,31.63,62.68,67.99,170,98
P12,2024-04-26,31.63,61.46,63.40,123,122
P12,2024-04-27,31.63,62.11,65.66,175,102
P12,2024-04-28,31.63,65.08,65.94,170,73
P12,2024-04-29,31.63,61.05,68.28,151,124
P12,2024-04-30,31.63,64.32,58.89,164,78
P12,2024-05-01,31.63,62.79,56.50,29,101
P12,2024-05-02,31.63,64.36,60.66,79,74
P12,2024-05-03,31.63,59.54,61.82,80,141
P12,2024-05-04,31.63,62.45,66.48,124,111
P12,2024-05-05,31.63,62.75,65.13,65,102
P12,2024-05-06,31.63,64.36,59.14,66,76
P12,2024-05-07,31.63,58.29,66.46,140,164
P12,2024-05-08,31.63,61.80,59.05,157,110
P12,2024-05-09,31.63,64.74,64.86,81,72
P12,2024-05-10,31.63,61.05,63.11,116,126
P12,2024-05-11,31.63,62.00,65.04,62,115
P12,2024-05-12,31.63,63.43,61.12,114,87
P12,2024-05-13,31.63,62.02,61.89,45,106
P12,2024-05-14,31.63,63.77,58.76,45,88
P12,2024-05-15,31.63,61.99,57.45,49,111
P12,2024-05-16,31.63,61.58,60.36,157,117
P12,2024-05-17,31.63,63.06,65.57,87,98
P12,2024-05-18,31.63,62.45,63.62,27,103
P12,2024-05-19,31.63,63.06,59.25,164,95
P12,2024-05-20,31.63,62.54,63.90,77,101
P12,2024-05-21,31.63,62.51,65.08,62,101
P12,2024-05-22,31.63,62.98,68.11,159,94
P12,2024-05-23,31.63,65.30,58.87,129,63
P12,2024-05-24,31.63,61.49,60.89,166,118
P12,2024-05-25,31.63,61.64,60.13,143,112
P12,2024-05-26,31.63,63.51,56.56,86,91
P12,2024-05-27,31.63,62.57,58.20,138,99
P12,2024-05-28,31.63,59.36,62.49,149,149
P12,2024-05-29,31.63,60.53,61.09,22,134
P12,2024-05-30,31.63,60.15,56.98,35,139
P12,2024-05-31,31.63,61.34,66.55,53,120
P12,2024-06-01,31.63,62.48,58.81,61,103
P12,2024-06-02,31.63,61.16,65.95,146,119
P12,2024-06-03,31.63,62.55,56.39,35,100
P12,2024-06-04,31.63,62.38,63.40,89,100
P12,2024-06-05,31.63,63.95,63.12,62,81
P12,2024-06-06,31.63,62.06,56.53,144,112
P12,2024-06-07,31.63,63.19,65.89,41,89
P12,2024-06-08,31.63,62.25,62.07,48,101
P12,2024-06-09,31.63,62.79,59.66,143,97
P12,2024-06-10,31.63,60.66,58.09,129,121
P12,2024-06-11,31.63,59.61,59.11,133,139
P12,2024-06-12,31.63,60.62,63.09,129,124
P12,2024-06-13,31.63,61.06,67.14,36,121
P12,2024-06-14,31.63,61.97,62.17,103,103
P12,2024-06-15,31.63,61.28,64.74,71,114
P12,2024-06-16,31.63,62.67,57.75,62,98
P12,2024-06-17,31.63,63.53,59.26,129,82
P12,2024-06-18,31.63,61.23,57.02,117,119
P12,2024-06-19,31.63,61.35,60.65,84,110
P12,2024-06-20,31.63,62.34,67.22,52,104
P12,2024-06-21,31.63,61.08,57.76,142,114
P12,2024-06-22,31.63,61.05,64.75,52,120
P12,2024-06-23,31.63,61.72,64.17,91,109
P12,2024-06-24,31.63,62.93,59.07,137,92
P12,2024-06-25,31.63,60.58,66.47,82,128
P12,2024-06-26,31.63,62.73,60.02,24,96
P12,2024-06-27,31.63,62.93,56.22,154,95
P12,2024-06-28,31.63,61.27,65.54,173,117
P12,2024-06-29,31.63,62.65,56.48,112,98
P12,2024-06-30,31.63,62.20,58.13,197,103
P12,2024-07-01,31.63,59.97,59.92,31,131
P12,2024-07-02,31.63,62.16,60.44,100,97
P12,2024-07-03,31.63,59.84,59.86,151,131
P12,2024-07-04,31.63,60.42,60.85,187,129
P12,2024-07-05,31.63,60.77,60.82,95,120
P12,2024-07-06,31.63,59.73,62.58,30,136
P12,2024-07-07,31.63,63.04,65.50,152,85
P12,2024-07-08,31.63,60.90,62.64,85,114
P12,2024-07-09,31.63,61.56,61.95,181,105
P12,2024-07-10,31.63,62.60,60.41,137,93
P12,2024-07-11,31.63,61.70,58.45,165,105
P12,2024-07-12,31.63,59.98,64.77,127,129
P12,2024-07-13,31.63,61.20,66.89,146,113
P12,2024-07-14,31.63,60.00,61.71,156,128
P12,2024-07-15,31.63,62.26,67.29,199,100
P12,2024-07-16,31.63,61.92,63.86,129,102
P12,2024-07-17,31.63,61.17,65.64,109,118
P12,2024-07-18,31.63,62.10,59.10,82,100
P12,2024-07-19,31.63,61.41,59.84,165,108
P12,2024-07-20,31.63,63.89,59.68,199,69
P12,2024-07-21,31.63,62.00,59.24,20,98
P12,2024-07-22,31.63,61.21,66.91,127,112
P12,2024-07-23,31.63,62.56,58.81,110,95
P12,2024-07-24,31.63,61.48,63.05,71,107
P12,2024-07-25,31.63,60.29,62.29,135,124
P12,2024-07-26,31.63,60.49,62.85,183,121
P12,2024-07-27,31.63,62.76,59.32,24,91
P12,2024-07-28,31.63,60.94,58.10,51,115
P12,2024-07-29,31.63,62.37,66.55,25,94
P12,2024-07-30,31.63,65.39,56.50,36,55
P12,2024-07-31,31.63,61.10,62.03,187,115
P12,2024-08-01,31.63,61.89,68.23,82,100
P12,2024-08-02,31.63,62.14,62.64,126,98
P12,2024-08-03,31.63,63.23,63.23,145,80
P12,2024-08-04,31.63,64.39,63.42,37,60
P12,2024-08-05,31.63,62.46,66.00,73,92
P12,2024-08-06,31.63,59.81,66.96,91,128
P12,2024-08-07,31.63,61.02,68.24,165,112
P12,2024-08-08,31.63,61.32,64.29,135,105
P12,2024-08-09,31.63,62.25,66.43,151,98
P12,2024-08-10,31.63,59.34,66.96,176,132
P12,2024-08-11,31.63,62.20,67.88,194,93
P12,2024-08-12,31.63,61.85,65.25,157,97
P12,2024-08-13,31.63,60.04,58.32,191,131
P12,2024-08-14,31.63,62.22,62.40,198,93
P12,2024-08-15,31.63,61.03,67.74,187,111
P12,2024-08-16,31.63,63.17,65.15,49,75
P12,2024-08-17,31.63,60.92,60.79,120,116
P12,2024-08-18,31.63,63.36,63.62,65,75
P12,2024-08-19,31.63,61.72,67.82,73,93
P12,2024-08-20,31.63,62.18,56.70,116,90
P12,2024-08-21,31.63,63.28,66.46,105,75
P12,2024-08-22,31.63,60.47,58.03,24,109
P12,2024-08-23,31.63,61.28,61.69,102,102
P12,2024-08-24,31.63,64.56,62.48,74,64
P12,2024-08-25,31.63,63.16,58.64,148,83
P12,2024-08-26,31.63,62.35,58.22,199,90
P12,2024-08-27,31.63,62.52,58.65,27,91
P12,2024-08-28,31.63,62.47,56.68,67,94
P12,2024-08-29,31.63,60.42,66.13,101,119
P12,2024-08-30,31.63,62.38,64.82,198,92
P12,2024-08-31,31.63,61.37,66.12,140,105
P12,2024-09-01,31.63,63.19,57.87,66,76
P12,2024-09-02,31.63,63.47,59.89,85,73
P12,2024-09-03,31.63,62.52,60.67,165,78
P12,2024-09-04,31.63,62.81,65.74,113,92
P12,2024-09-05,31.63,62.10,57.18,186,93
P12,2024-09-06,31.63,63.01,59.95,35,77
P12,2024-09-07,31.63,61.32,62.27,197,105
P12,2024-09-08,31.63,60.65,63.22,159,118
P12,2024-09-09,31.63,59.84,62.19,125,118
P12,2024-09-10,31.63,62.27,59.21,117,85
P12,2024-09-11,31.63,62.47,61.31,118,86
P12,2024-09-12,31.63,62.70,57.15,81,82
P12,2024-09-13,31.63,59.21,58.15,120,135
P12,2024-09-14,31.63,63.29,66.51,161,75
P12,2024-09-15,31.63,59.86,63.47,44,122
P12,2024-09-16,31.63,62.71,66.67,127,80
P12,2024-09-17,31.63,62.98,66.71,30,79
P12,2024-09-18,31.63,62.53,58.59,105,85
P12,2024-09-19,31.63,60.93,57.36,27,113
P12,2024-09-20,31.63,62.35,57.22,78,86
P12,2024-09-21,31.63,61.06,59.22,68,107
P12,2024-09-22,31.63,60.79,59.99,96,110
P12,2024-09-23,31.63,62.77,57.70,157,82
P12,2024-09-24,31.63,61.75,58.12,77,99
P12,2024-09-25,31.63,60.50,64.30,96,114
P12,2024-09-26,31.63,60.47,60.56,71,111
P12,2024-09-27,31.63,60.73,57.71,181,107
P12,2024-09-28,31.63,62.09,60.49,148,93
P12,2024-09-29,31.63,63.57,62.48,135,66
P12,2024-09-30,31.63,62.49,66.78,28,86
P12,2024-10-01,31.63,60.91,56.79,178,108
P12,2024-10-02,31.63,62.19,64.36,121,92
P12,2024-10-03,31.63,61.85,64.89,116,92
P12,2024-10-04,31.63,61.21,63.47,36,98
P12,2024-10-05,31.63,61.75,58.77,72,93
P12,2024-10-06,31.63,59.77,63.51,112,124
P12,2024-10-07,31.63,63.92,68.14,156,64
P12,2024-10-08,31.63,62.19,62.49,62,87
P12,2024-10-09,31.63,61.81,60.68,184,94
P12,2024-10-10,31.63,63.09,64.84,80,77
P12,2024-10-11,31.63,62.60,65.50,176,82
P12,2024-10-12,31.63,59.73,67.18,73,127
P12,2024-10-13,31.63,64.12,63.37,37,61
P12,2024-10-14,31.63,62.30,65.15,45,90
P12,2024-10-15,31.63,60.98,56.85,195,107
P12,2024-10-16,31.63,62.09,66.92,85,84
P12,2024-10-17,31.63,61.47,56.56,74,100
P12,2024-10-18,31.63,61.64,65.11,128,93
P12,2024-10-19,31.63,63.23,61.29,190,74
P12,2024-10-20,31.63,62.86,60.42,71,82
P12,2024-10-21,31.63,61.28,65.52,45,104
P12,2024-10-22,31.63,62.31,64.68,36,86
P12,2024-10-23,31.63,61.94,68.28,193,90
P12,2024-10-24,31.63,62.82,61.86,167,81
P12,2024-10-25,31.63,62.44,64.33,171,84
P12,2024-10-26,31.63,62.46,59.20,41,84
P12,2024-10-27,31.63,62.11,62.09,114,86
P12,2024-10-28,31.63,59.12,64.78,133,133
P12,2024-10-29,31.63,60.25,62.50,29,117
P12,2024-10-30,31.63,60.70,56.63,53,113
P12,2024-10-31,31.63,60.92,56.51,107,110
P12,2024-11-01,31.63,61.64,62.40,88,99
P12,2024-11-02,31.63,60.77,68.07,177,110
P12,2024-11-03,31.63,63.09,66.02,189,79
P12,2024-11-04,31.63,59.67,63.67,22,128
P12,2024-11-05,31.63,63.38,64.85,54,73
P12,2024-11-06,31.63,61.83,58.36,61,92
P12,2024-11-07,31.63,60.11,68.14,149,123
P12,2024-11-08,31.63,61.55,64.32,196,96
P12,2024-11-09,31.63,62.10,66.97,165,88
P12,2024-11-10,31.63,63.04,57.56,134,78
P12,2024-11-11,31.63,61.60,68.01,180,99
P12,2024-11-12,31.63,64.21,59.68,26,58
P12,2024-11-13,31.63,62.39,66.51,120,86
P12,2024-11-14,31.63,62.91,65.13,158,82
P12,2024-11-15,31.63,61.43,67.87,179,105
P12,2024-11-16,31.63,62.96,57.93,65,76
P12,2024-11-17,31.63,63.34,60.41,125,73
P12,2024-11-18,31.63,64.48,56.57,154,56
P12,2024-11-19,31.63,62.15,64.68,60,89
P12,2024-11-20,31.63,62.03,63.12,31,94
P12,2024-11-21,31.63,64.16,58.37,199,66
P12,2024-11-22,31.63,66.33,58.29,76,31
P12,2024-11-23,31.63,62.55,64.63,197,87
P12,2024-11-24,31.63,60.92,61.34,49,111
P12,2024-11-25,31.63,60.59,67.94,119,114
P12,2024-11-26,31.63,62.88,67.84,141,82
P12,2024-11-27,31.63,61.91,64.38,30,91
P12,2024-11-28,31.63,63.13,64.43,41,77
P12,2024-11-29,31.63,60.94,60.09,81,102
P12,2024-11-30,31.63,61.42,63.24,165,96
P12,2024-12-01,31.63,62.60,62.05,192,88
P12,2024-12-02,31.63,62.34,58.09,85,90
P12,2024-12-03,31.63,60.80,66.56,168,112
P12,2024-12-04,31.63,62.07,57.72,166,93
P12,2024-12-05,31.63,62.91,60.38,55,83
P12,2024-12-06,31.63,62.51,62.29,199,91
P12,2024-12-07,31.63,62.85,57.75,162,84
P12,2024-12-08,31.63,59.77,59.48,108,130
P12,2024-12-09,31.63,62.36,58.29,184,88
P12,2024-12-10,31.63,62.84,57.96,183,85
P12,2024-12-11,31.63,60.28,57.09,146,122
P12,2024-12-12,31.63,62.98,57.48,48,82
P12,2024-12-13,31.63,61.66,61.19,161,101
P12,2024-12-14,31.63,61.98,59.05,140,99
P12,2024-12-15,31.63,60.70,64.59,167,115
P12,2024-12-16,31.63,59.96,59.18,89,125
P12,2024-12-17,31.63,62.30,57.57,198,92
P12,2024-12-18,31.63,62.80,57.88,81,84
P12,2024-12-19,31.63,60.21,65.95,176,120
P12,2024-12-20,31.63,61.94,62.62,193,101
P12,2024-12-21,31.63,62.48,63.17,135,89
P12,2024-12-22,31.63,58.39,61.53,108,150
P12,2024-12-23,31.63,59.29,66.66,146,135
P12,2024-12-24,31.63,61.52,61.98,170,106
P12,2024-12-25,31.63,61.79,57.67,190,99
P12,2024-12-26,31.63,62.08,62.37,81,93
P12,2024-12-27,31.63,63.61,60.11,139,72
P12,2024-12-28,31.63,61.61,66.82,52,99
P12,2024-12-29,31.63,61.56,61.35,96,97
P12,2024-12-30,31.63,59.81,66.81,197,126
P13,2024-01-01,19.02,30.94,29.54,55,115
P13,2024-01-02,19.02,32.46,30.46,153,80
P13,2024-01-03,19.02,30.58,29.04,42,119
P13,2024-01-04,19.02,30.52,32.05,60,127
P13,2024-01-05,19.02,31.80,33.34,149,95
P13,2024-01-06,19.02,31.47,32.30,158,107
P13,2024-01-07,19.02,29.73,29.95,36,142
P13,2024-01-08,19.02,33.07,30.09,41,73
P13,2024-01-09,19.02,32.98,28.82,128,72
P13,2024-01-10,19.02,31.46,33.01,172,104
P13,2024-01-11,19.02,32.39,31.90,155,83
P13,2024-01-12,19.02,31.98,29.62,190,88
P13,2024-01-13,19.02,30.69,32.81,154,120
P13,2024-01-14,19.02,32.82,28.99,29,79
P13,2024-01-15,19.02,33.16,33.31,142,72
P13,2024-01-16,19.02,28.82,33.01,179,161
P13,2024-01-17,19.02,31.98,32.59,131,97
P13,2024-01-18,19.02,35.65,34.87,67,20
P13,2024-01-19,19.02,31.45,33.80,26,107
P13,2024-01-20,19.02,33.24,32.20,69,68
P13,2024-01-21,19.02,31.19,30.70,34,110
P13,2024-01-22,19.02,31.34,29.28,110,110
P13,2024-01-23,19.02,31.35,33.92,63,102
P13,2024-01-24,19.02,31.21,28.61,137,114
P13,2024-01-25,19.02,31.73,30.24,93,101
P13,2024-01-26,19.02,32.34,29.33,29,88
P13,2024-01-27,19.02,28.61,30.42,182,163
P13,2024-01-28,19.02,32.29,33.60,66,90
P13,2024-01-29,19.02,29.28,29.44,60,152
P13,2024-01-30,19.02,28.51,31.84,197,163
P13,2024-01-31,19.02,32.15,29.07,131,94
P13,2024-02-01,19.02,32.82,34.81,105,81
P13,2024-02-02,19.02,31.10,31.12,40,118
P13,2024-02-03,19.02,29.67,32.67,47,143
P13,2024-02-04,19.02,33.37,29.11,155,66
P13,2024-02-05,19.02,30.04,28.63,78,141
P13,2024-02-06,19.02,31.92,29.78,176,101
P13,2024-02-07,19.02,31.69,29.25,173,105
P13,2024-02-08,19.02,30.41,29.57,107,128
P13,2024-02-09,19.02,29.70,33.82,131,142
P13,2024-02-10,19.02,32.54,34.03,64,83
P13,2024-02-11,19.02,32.75,28.80,136,82
P13,2024-02-12,19.02,29.96,29.08,191,140
P13,2024-02-13,19.02,30.09,30.00,109,138
P13,2024-02-14,19.02,35.14,28.62,169,34
P13,2024-02-15,19.02,30.26,33.88,184,131
P13,2024-02-16,19.02,31.73,34.84,113,109
P13,2024-02-17,19.02,31.58,28.70,80,111
P13,2024-02-18,19.02,31.91,29.39,140,100
P13,2024-02-19,19.02,31.41,30.98,36,111
P13,2024-02-20,19.02,32.36,33.55,60,95
P13,2024-02-21,19.02,31.94,31.66,184,104
P13,2024-02-22,19.02,32.22,33.27,94,96
P13,2024-02-23,19.02,33.34,31.87,95,68
P13,2024-02-24,19.02,29.08,30.44,97,163
P13,2024-02-25,19.02,33.97,28.88,178,59
P13,2024-02-26,19.02,30.90,30.75,172,123
P13,2024-02-27,19.02,30.94,30.70,72,123
P13,2024-02-28,19.02,33.66,32.18,133,63
P13,2024-02-29,19.02,33.01,33.62,26,79
P13,2024-03-01,19.02,32.92,34.84,95,88
P13,2024-03-02,19.02,31.53,32.58,179,112
P13,2024-03-03,19.02,30.15,31.77,186,144
P13,2024-03-04,19.02,32.02,33.45,108,103
P13,2024-03-05,19.02,32.32,29.18,83,98
P13,2024-03-06,19.02,29.94,33.37,45,151
